id,school_id_k,tch_id_k,cltype_k,cltype_1,actual_size_k,in_STAR_k,in_STAR_1,in_STAR_2,in_STAR_3,gender,race,age_in_1985,tch_gender,tch_race,tch_degree,tch_exp,gktreadss,gktmathss,gkwordskillss,std_read_score_k,std_math_score_k,std_word_score_k,pctile_math_k,pctile_read_k,pctile_word_k,freelunch_k
10254,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.80274,,,,,,,,,,,,,,
10255,,,,,,"NO","NO","NO","YES","MALE","WHITE",,,,,,,,,,,,,,,
10256,,,,,,"NO","NO","YES","NO","MALE","WHITE",6.764384,,,,,,,,,,,,,,
10257,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",6.728767,,,,,,,,,,,,,,
10258,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",6.20274,,,,,,,,,,,,,,
10259,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.972603,,,,,,,,,,,,,,
10260,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.928767,,,,,,,,,,,,,,
10261,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.605479,,,,,,,,,,,,,,
10262,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.635616,,,,,,,,,,,,,,
10263,205492,20549204,"SMALL CLASS","SMALL CLASS",17,"YES","YES","YES","YES","FEMALE","BLACK",5.767123,"FEMALE","WHITE","BACHELORS",3,483,513,431,1.534719,.642449,-.0408363,73,93,51,1
10264,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",6.413699,,,,,,,,,,,,,,
10265,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",6.350685,,,,,,,,,,,,,,
10266,257899,25789904,"REGULAR CLASS",,24,"YES","NO","NO","NO","MALE","WHITE",5.824657,"FEMALE","WHITE","MASTERS",12,456,513,468,.6699226,.642449,.9773973,73,78,83,0
10267,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.969863,,,,,,,,,,,,,,
10268,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",6.347945,,,,,,,,,,,,,,
10269,,,,,,"NO","NO","YES","NO","MALE","WHITE",6.142466,,,,,,,,,,,,,,
10270,,,,"SMALL CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.306849,,,,,,,,,,,,,,
10271,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",6.021918,,,,,,,,,,,,,,
10272,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.054794,,,,,,,,,,,,,,
10273,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.238356,,,,,,,,,,,,,,
10274,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.994521,,,,,,,,,,,,,,
10275,161176,16117602,"REGULAR + AIDE CLASS","REGULAR CLASS",24,"YES","YES","YES","YES","MALE","WHITE",5.947945,"FEMALE","WHITE","BACHELORS",2,411,468,396,-.7714047,-.321076,-1.00403,37,20,10,0
10276,,,,,,"NO","NO","YES","NO","MALE","WHITE",5.8,,,,,,,,,,,,,,
10277,,,,"SMALL CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.043836,,,,,,,,,,,,,,
10278,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.682192,,,,,,,,,,,,,,
10279,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.753425,,,,,,,,,,,,,,
10280,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.821918,,,,,,,,,,,,,,
10281,189382,18938204,"SMALL CLASS","SMALL CLASS",13,"YES","YES","YES","YES","MALE","WHITE",5.767123,"FEMALE","WHITE","MASTERS",7,443,473,444,.2535392,-.2140177,.3169214,41,64,63,0
10282,189382,18938203,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","YES","MALE","WHITE",5.709589,"FEMALE","WHITE","MASTERS",14,448,449,444,.4136866,-.7278976,.3169214,21,70,63,1
10283,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","NO","FEMALE","WHITE",6.005479,,,,,,,,,,,,,,
10284,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.8,,,,,,,,,,,,,,
10285,201449,20144901,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","FEMALE","WHITE",5.69863,"FEMALE","WHITE","MASTERS",4,463,520,480,.8941291,.7923307,1.307635,77,84,89,1
10286,230612,23061203,"REGULAR CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","YES","MALE","WHITE",5.80274,"FEMALE","WHITE","MASTERS",6,472,536,486,1.182395,1.134917,1.472754,85,89,92,0
10287,128068,12806803,"REGULAR + AIDE CLASS",,23,"YES","NO","NO","NO","MALE","WHITE",5.769863,"FEMALE","WHITE","BACHELORS",11,428,484,423,-.2269033,.0215107,-.2609949,50,43,42,0
10288,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",6.391781,,,,,,,,,,,,,,
10289,262937,26293701,"REGULAR + AIDE CLASS",,22,"YES","NO","NO","NO","MALE","WHITE",5.726027,"FEMALE","WHITE","BACHELORS",16,545,626,524,3.520548,3.061967,2.518507,99,99,98,0
10290,169219,16921902,"REGULAR CLASS",,20,"YES","NO","NO","NO","MALE","BLACK",6.158904,"FEMALE","WHITE","MASTERS",12,408,454,410,-.8674932,-.6208394,-.6187527,25,16,26,0
10291,169229,16922904,"REGULAR + AIDE CLASS","REGULAR CLASS",24,"YES","YES","NO","NO","MALE","WHITE",5.731507,"FEMALE","BLACK","BACHELORS",5,422,439,423,-.4190803,-.9420143,-.2609949,14,34,42,0
10292,205491,20549104,"REGULAR + AIDE CLASS",,23,"YES","NO","NO","NO","FEMALE","WHITE",5.772603,"FEMALE","WHITE","BACHELORS",17,472,528,458,1.182395,.963624,.702199,81,89,75,0
10293,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.641096,,,,,,,,,,,,,,
10294,159171,15917101,"REGULAR + AIDE CLASS",,27,"YES","NO","NO","NO","MALE","WHITE",5.408219,"FEMALE","WHITE","BACHELORS",10,,,,,,,,,,0
10295,161176,16117604,"SMALL CLASS","REGULAR CLASS",17,"YES","YES","YES","YES","FEMALE","WHITE",4.931507,"FEMALE","WHITE","BACHELORS",6,437,463,427,.0613622,-.4281343,-.1509156,33,56,46,1
10296,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.619178,,,,,,,,,,,,,,
10297,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.613698,,,,,,,,,,,,,,
10298,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.534246,,,,,,,,,,,,,,
10299,168211,16821101,"REGULAR CLASS","SMALL CLASS",24,"YES","YES","YES","NO","FEMALE","WHITE",5.668493,"FEMALE","WHITE","BACHELORS",10,450,484,435,.4777456,.0215107,.069243,50,72,55,0
10300,173312,17331203,"REGULAR + AIDE CLASS","REGULAR CLASS",22,"YES","YES","YES","YES","FEMALE","WHITE",5.057534,"FEMALE","WHITE","BACHELORS",13,497,547,512,1.983132,1.370446,2.18827,88,96,97,0
10301,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.443836,,,,,,,,,,,,,,
10302,234628,23462803,"REGULAR + AIDE CLASS",,23,"YES","NO","NO","NO","FEMALE","WHITE",5.487671,"FEMALE","WHITE","MASTERS",9,460,576,449,.7980406,1.991384,.4545206,95,81,67,1
10303,244831,24483102,"REGULAR CLASS","SMALL CLASS",22,"YES","YES","NO","NO","MALE","WHITE",5.254795,"FEMALE","BLACK","BACHELORS",18,408,449,405,-.8674932,-.7278976,-.7563518,21,16,20,0
10304,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.109589,,,,,,,,,,,,,,
10305,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.430137,,,,,,,,,,,,,,
10306,244728,24472801,"SMALL CLASS","SMALL CLASS",17,"YES","YES","YES","YES","MALE","BLACK",5.495891,"FEMALE","WHITE","BACHELORS",1,,,,,,,,,,0
10307,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.345205,,,,,,,,,,,,,,
10308,189382,18938204,"SMALL CLASS",,13,"YES","NO","NO","NO","MALE","WHITE",5.405479,"FEMALE","WHITE","MASTERS",7,467,576,480,1.022247,1.991384,1.307635,95,86,89,0
10309,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.323287,,,,,,,,,,,,,,
10310,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.671233,,,,,,,,,,,,,,
10311,253888,25388801,"REGULAR + AIDE CLASS",,18,"YES","NO","NO","NO","MALE","WHITE",5.432877,"FEMALE","WHITE","BACHELORS",13,403,392,410,-1.027641,-1.948363,-.6187527,1,11,26,0
10312,244755,24475504,"REGULAR CLASS","REGULAR CLASS",20,"YES","YES","YES","YES","MALE","BLACK",5.249315,"FEMALE","BLACK","BACHELORS",1,411,444,405,-.7714047,-.834956,-.7563518,17,20,20,0
10313,218562,21856201,"SMALL CLASS","SMALL CLASS",14,"YES","YES","NO","NO","MALE","WHITE",5.232877,"FEMALE","WHITE","MASTERS",14,490,559,512,1.758925,1.627386,2.18827,91,94,97,1
10314,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",5.189041,,,,,,,,,,,,,,
10315,,,,"SMALL CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.29589,,,,,,,,,,,,,,
10316,262937,26293703,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","FEMALE","WHITE",5.189041,"FEMALE","WHITE","MASTERS",18,503,576,480,2.175309,1.991384,1.307635,95,97,89,0
10317,,,,,,"NO","NO","YES","NO","MALE","WHITE",5.183562,,,,,,,,,,,,,,
10318,161183,16118305,"REGULAR CLASS","REGULAR CLASS",23,"YES","YES","YES","NO","FEMALE","WHITE",5.147945,"FEMALE","WHITE","BACHELORS",8,,,,,,,,,,0
10319,244801,24480103,"REGULAR + AIDE CLASS",,24,"YES","NO","NO","NO","MALE","WHITE",5.323287,"FEMALE","BLACK","BACHELORS",8,442,547,435,.2215097,1.370446,.069243,88,63,55,0
10320,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.063014,,,,,,,,,,,,,,
10321,189396,18939602,"REGULAR CLASS",,24,"YES","NO","NO","NO","FEMALE","WHITE",5.013699,"FEMALE","WHITE","BACHELORS",4,443,484,435,.2535392,.0215107,.069243,50,64,55,1
10322,212522,21252201,"REGULAR + AIDE CLASS","SMALL CLASS",21,"YES","YES","YES","YES","FEMALE","WHITE",5.021918,"FEMALE",,,,403,459,396,-1.027641,-.513781,-1.00403,29,11,10,0
10323,253888,25388801,"REGULAR + AIDE CLASS",,18,"YES","NO","YES","YES","MALE","WHITE",5.084931,"FEMALE","WHITE","BACHELORS",13,424,444,427,-.3550213,-.834956,-.1509156,17,37,46,1
10324,,,,,,"NO","NO","YES","YES","MALE","OTHER",4.964384,,,,,,,,,,,,,,
10325,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.99726,,,,,,,,,,,,,,
10326,205491,20549104,"REGULAR + AIDE CLASS",,23,"YES","NO","NO","NO","FEMALE","WHITE",5.468493,"FEMALE","WHITE","BACHELORS",17,413,459,431,-.7073457,-.513781,-.0408363,29,22,51,0
10327,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.668493,,,,,,,,,,,,,,
10328,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.030137,,,,,,,,,,,,,,
10329,262937,26293702,"REGULAR CLASS","REGULAR + AIDE CLASS",19,"YES","YES","YES","YES","FEMALE","WHITE",5.630137,"FEMALE","WHITE","MASTERS",15,495,576,512,1.919073,1.991384,2.18827,95,96,97,0
10330,262937,26293701,"REGULAR + AIDE CLASS","SMALL CLASS",22,"YES","YES","YES","YES","FEMALE","WHITE",5.19452,"FEMALE","WHITE","BACHELORS",16,451,528,468,.5097751,.963624,.9773973,81,73,83,1
10331,221571,22157103,"REGULAR CLASS","REGULAR CLASS",23,"YES","YES","NO","NO","FEMALE","BLACK",5.038356,"FEMALE","WHITE","MASTERS",13,413,468,396,-.7073457,-.321076,-1.00403,37,22,10,1
10332,205489,20548903,"REGULAR + AIDE CLASS",,24,"YES","NO","NO","NO","FEMALE","BLACK",4.953424,"FEMALE","WHITE","BACHELORS",3,393,429,380,-1.347936,-1.156131,-1.444347,9,4,2,1
10333,205491,20549104,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","NO","FEMALE","WHITE",5.572603,"FEMALE","WHITE","BACHELORS",17,398,444,368,-1.187788,-.834956,-1.774585,17,7,1,0
10334,218562,21856203,"SMALL CLASS","SMALL CLASS",13,"YES","YES","YES","YES","FEMALE","WHITE",5.216438,"FEMALE","WHITE","BACHELORS",11,483,506,463,1.534719,.4925674,.8397981,68,93,79,1
10335,,,,"SMALL CLASS",,"NO","YES","YES","NO","MALE","BLACK",5.147945,,,,,,,,,,,,,,
10336,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",5.424657,,,,,,,,,,,,,,
10337,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.271233,,,,,,,,,,,,,,
10338,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.287671,,,,,,,,,,,,,,
10339,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.263014,,,,,,,,,,,,,,
10340,,,,"REGULAR CLASS",,"NO","YES","NO","YES","MALE","WHITE",6.679452,,,,,,,,,,,,,,
10341,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","BLACK",4.928767,,,,,,,,,,,,,,
10342,,,,,,"NO","NO","YES","NO","MALE","BLACK",6.041096,,,,,,,,,,,,,,
10343,,,,,,"NO","NO","YES","YES","MALE","WHITE",6.671233,,,,,,,,,,,,,,
10344,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",6.117808,,,,,,,,,,,,,,
10345,,,,,,"NO","NO","YES","NO","MALE",,5.00274,,,,,,,,,,,,,,
10346,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.465754,,,,,,,,,,,,,,
10347,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",5.750685,,,,,,,,,,,,,,
10348,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.287671,,,,,,,,,,,,,,
10349,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","NO","MALE","WHITE",6.117808,,,,,,,,,,,,,,
10350,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",6.2,,,,,,,,,,,,,,
10351,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.6,,,,,,,,,,,,,,
10352,,,,,,"NO","NO","YES","YES","MALE","WHITE",7.30137,,,,,,,,,,,,,,
10353,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.857534,,,,,,,,,,,,,,
10354,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.164383,,,,,,,,,,,,,,
10355,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.339726,,,,,,,,,,,,,,
10356,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","BLACK",6.742466,,,,,,,,,,,,,,
10357,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.041096,,,,,,,,,,,,,,
10358,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.517808,,,,,,,,,,,,,,
10359,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.536986,,,,,,,,,,,,,,
10360,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.769863,,,,,,,,,,,,,,
10361,,,,,,"NO","NO","YES","NO","MALE",,5.172603,,,,,,,,,,,,,,
10362,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","BLACK",5.356164,,,,,,,,,,,,,,
10363,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",7.989041,,,,,,,,,,,,,,
10364,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.854795,,,,,,,,,,,,,,
10365,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.758904,,,,,,,,,,,,,,
10366,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","ASIAN",5.482192,,,,,,,,,,,,,,
10367,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.989041,,,,,,,,,,,,,,
10368,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.783562,,,,,,,,,,,,,,
10369,,,,,,"NO","NO","YES","NO","FEMALE","WHITE",5.443836,,,,,,,,,,,,,,
10370,,,,,,"NO","NO","YES","NO","MALE","WHITE",5.419178,,,,,,,,,,,,,,
10371,,,,,,"NO","NO","YES","NO","MALE","BLACK",5.40274,,,,,,,,,,,,,,
10372,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.967124,,,,,,,,,,,,,,
10373,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","NO","MALE","BLACK",5.208219,,,,,,,,,,,,,,
10374,,,,,,"NO","NO","YES","NO","MALE","BLACK",6.178082,,,,,,,,,,,,,,
10375,,,,"SMALL CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.632877,,,,,,,,,,,,,,
10376,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.405479,,,,,,,,,,,,,,
10377,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.09863,,,,,,,,,,,,,,
10378,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",6.632877,,,,,,,,,,,,,,
10379,162184,16218404,"SMALL CLASS","SMALL CLASS",12,"YES","YES","YES","YES","FEMALE","WHITE",5.830137,"FEMALE","WHITE","BACHELORS",2,431,500,414,-.1308148,.3640974,-.5086734,64,48,32,0
10380,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","BLACK",6.238356,,,,,,,,,,,,,,
10381,244736,24473601,"REGULAR + AIDE CLASS",,19,"YES","NO","NO","NO","FEMALE","BLACK",5.254795,"FEMALE","WHITE","BACHELORS",11,421,459,423,-.4511097,-.513781,-.2609949,29,32,42,1
10382,,,,"SMALL CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",5.191781,,,,,,,,,,,,,,
10383,244818,24481802,"SMALL CLASS",,16,"YES","NO","NO","NO","FEMALE","BLACK",5.186301,"FEMALE","BLACK","MASTERS",10,419,468,414,-.5151687,-.321076,-.5086734,37,30,32,1
10384,244736,24473601,"REGULAR + AIDE CLASS","REGULAR CLASS",19,"YES","YES","YES","YES","FEMALE","BLACK",5.09863,"FEMALE","WHITE","BACHELORS",11,472,536,463,1.182395,1.134917,.8397981,85,89,79,1
10385,244755,24475507,"SMALL CLASS",,15,"YES","NO","NO","NO","MALE","BLACK",6.073973,"FEMALE","BLACK","BACHELORS",3,,288,,-4.175176,-4.175176,,1,,,1
10386,244736,24473601,"REGULAR + AIDE CLASS",,19,"YES","NO","NO","NO","FEMALE","BLACK",5.087671,"FEMALE","WHITE","BACHELORS",11,405,412,405,-.9635817,-1.520129,-.7563518,4,12,20,1
10387,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.052055,,,,,,,,,,,,,,
10388,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",5.964384,,,,,,,,,,,,,,
10389,244796,24479603,"SMALL CLASS","SMALL CLASS",12,"YES","YES","NO","NO","MALE","BLACK",4.989041,"FEMALE","BLACK","BACHELORS",21,,,,,,,,,,1
10390,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",4.920548,,,,,,,,,,,,,,
10391,244796,24479603,"SMALL CLASS","REGULAR CLASS",12,"YES","YES","YES","YES","FEMALE","BLACK",5.69589,"FEMALE","BLACK","BACHELORS",21,416,439,410,-.6112572,-.9420143,-.6187527,14,26,26,1
10392,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.336986,,,,,,,,,,,,,,
10393,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",5.767123,,,,,,,,,,,,,,
10394,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",6.668493,,,,,,,,,,,,,,
10395,162184,16218404,"SMALL CLASS","SMALL CLASS",12,"YES","YES","YES","YES","FEMALE","WHITE",5.150685,"FEMALE","WHITE","BACHELORS",2,445,468,440,.3175982,-.321076,.2068421,37,67,60,1
10396,244796,24479603,"SMALL CLASS","REGULAR CLASS",12,"YES","YES","YES","YES","FEMALE","BLACK",5.827397,"FEMALE","BLACK","BACHELORS",21,428,489,431,-.2269033,.128569,-.0408363,55,43,51,1
10397,,,,,,"NO","NO","YES","YES","MALE","WHITE",6.230137,,,,,,,,,,,,,,
10398,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.139726,,,,,,,,,,,,,,
10399,244776,24477608,"SMALL CLASS","SMALL CLASS",17,"YES","YES","NO","NO","FEMALE","BLACK",4.926027,"FEMALE","BLACK","BACHELORS",3,,,427,,,-.1509156,,,46,1
10400,,,,,,"NO","NO","NO","YES","MALE","WHITE",7.063014,,,,,,,,,,,,,,
10401,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",6.589041,,,,,,,,,,,,,,
10402,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",6.542466,,,,,,,,,,,,,,
10403,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.819178,,,,,,,,,,,,,,
10404,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.591781,,,,,,,,,,,,,,
10405,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.865754,,,,,,,,,,,,,,
10406,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.224658,,,,,,,,,,,,,,
10407,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.156164,,,,,,,,,,,,,,
10408,,,,"SMALL CLASS",,"NO","YES","YES","NO","MALE","BLACK",6.180822,,,,,,,,,,,,,,
10409,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","MALE","BLACK",6.547945,,,,,,,,,,,,,,
10410,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.580822,,,,,,,,,,,,,,
10411,,,,,,"NO","NO","YES","NO","MALE","HISPANIC",6.942466,,,,,,,,,,,,,,
10412,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","FEMALE","BLACK",6.10137,,,,,,,,,,,,,,
10413,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",6.010959,,,,,,,,,,,,,,
10414,244839,24483903,"REGULAR CLASS",,23,"YES","NO","NO","NO","FEMALE","BLACK",5.372603,"FEMALE","BLACK","BACHELORS",20,,576,474,1.991384,1.991384,1.142516,95,,86,0
10415,,,,"SMALL CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.263014,,,,,,,,,,,,,,
10416,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.564384,,,,,,,,,,,,,,
10417,,,,,,"NO","NO","YES","NO","MALE",,5.506849,,,,,,,,,,,,,,
10418,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","BLACK",5.972603,,,,,,,,,,,,,,
10419,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.068493,,,,,,,,,,,,,,
10420,,,,,,"NO","NO","NO","YES","MALE","BLACK",7.890411,,,,,,,,,,,,,,
10421,,,,,,"NO","NO","NO","YES","MALE","BLACK",7.706849,,,,,,,,,,,,,,
10422,,,,"REGULAR CLASS",,"NO","YES","YES","NO","FEMALE","BLACK",6.10137,,,,,,,,,,,,,,
10423,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.410959,,,,,,,,,,,,,,
10424,244806,24480601,"SMALL CLASS",,14,"YES","NO","NO","NO","MALE","BLACK",5.257534,"FEMALE","WHITE","BACHELORS",1,414,500,396,-.6753162,.3640974,-1.00403,64,24,10,1
10425,159171,15917101,"REGULAR + AIDE CLASS","REGULAR CLASS",27,"YES","YES","YES","YES","FEMALE","BLACK",5.49863,"FEMALE","WHITE","BACHELORS",10,467,489,458,1.022247,.128569,.702199,55,86,75,1
10426,,,,"SMALL CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",6.471233,,,,,,,,,,,,,,
10427,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",6.238356,,,,,,,,,,,,,,
10428,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.852055,,,,,,,,,,,,,,
10429,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.315069,,,,,,,,,,,,,,
10430,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.054794,,,,,,,,,,,,,,
10431,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.580822,,,,,,,,,,,,,,
10432,169229,16922901,"SMALL CLASS","SMALL CLASS",17,"YES","YES","YES","NO","MALE","WHITE",5.049315,"FEMALE","WHITE","MASTERS",15,461,559,463,.8300701,1.627386,.8397981,91,82,79,0
10433,162184,16218403,"SMALL CLASS",,12,"YES","NO","NO","NO","MALE","WHITE",5.021918,"FEMALE","WHITE","MASTERS",6,398,459,396,-1.187788,-.513781,-1.00403,29,7,10,1
10434,244723,24472301,"REGULAR + AIDE CLASS",,25,"YES","NO","NO","NO","FEMALE","BLACK",5.090411,"FEMALE","WHITE","MASTERS",17,400,399,405,-1.123729,-1.798481,-.7563518,2,8,20,1
10435,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",6.158904,,,,,,,,,,,,,,
10436,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.923288,,,,,,,,,,,,,,
10437,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.263014,,,,,,,,,,,,,,
10438,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.961644,,,,,,,,,,,,,,
10439,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.309589,,,,,,,,,,,,,,
10440,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",4.676713,,,,,,,,,,,,,,
10441,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.591781,,,,,,,,,,,,,,
10442,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.421918,,,,,,,,,,,,,,
10443,,,,,,"NO","NO","YES","NO","FEMALE",,5.254795,,,,,,,,,,,,,,
10444,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.383562,,,,,,,,,,,,,,
10445,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.69589,,,,,,,,,,,,,,
10446,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","FEMALE","BLACK",5.547945,,,,,,,,,,,,,,
10447,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.79452,,,,,,,,,,,,,,
10448,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.528767,,,,,,,,,,,,,,
10449,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.739726,,,,,,,,,,,,,,
10450,,,,,,"NO","NO","YES","NO",,,4.920548,,,,,,,,,,,,,,
10451,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.673973,,,,,,,,,,,,,,
10452,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",6.131507,,,,,,,,,,,,,,
10453,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.153425,,,,,,,,,,,,,,
10454,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.446575,,,,,,,,,,,,,,
10455,,,,,,"NO","NO","YES","NO","MALE","BLACK",5.139726,,,,,,,,,,,,,,
10456,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","WHITE",4.854795,,,,,,,,,,,,,,
